gene	Nnon	Nsil	Nflank	nnon	npat	nsite	nsil	nflank	nnei	fMLE	p	score	time	q
ACY3	316826	99791	65436	4	4	4	0	0	5	7.298595e-01	4.810994e-01	1.116195e+01	6.344420e-01	1
OR13J1	392862	132840	17290	3	3	3	5	0	20	7.423603e-01	4.815025e-01	8.475071e+00	4.345020e-01	1
PCYOX1	687367	194207	110334	4	4	4	0	0	20	5.600960e-01	4.816407e-01	9.924667e+00	9.553340e-01	1
VGF	445072	148545	8120	5	5	5	1	0	20	1.034171e+00	4.817802e-01	1.506293e+01	1.510893e+00	1
HCN3	924984	308216	131614	9	9	9	4	0	20	9.831656e-01	4.817943e-01	2.466802e+01	6.560700e-01	1
ATP5O	272520	82198	96782	1	1	1	0	0	20	7.036801e-01	4.819177e-01	4.018449e+00	2.738230e-01	1
GALNT6	830876	236432	157948	5	5	5	5	0	14	5.834512e-01	4.820714e-01	1.402230e+01	6.401840e-01	1
SETD6	583097	160004	123270	3	3	3	1	0	20	6.614321e-01	4.821159e-01	9.952589e+00	9.496970e-01	1
SNX7	540169	131798	114996	7	6	7	1	0	9	1.410229e+00	4.821385e-01	1.839259e+01	7.495670e-01	1
CSPG5	613412	189448	59486	3	3	3	1	0	20	4.709775e-01	4.821727e-01	9.130098e+00	6.062170e-01	1
TMEM116	384697	116569	151424	2	2	2	0	0	20	4.688784e-01	4.822778e-01	5.767902e+00	6.583020e-01	1
FNDC5	193470	52104	63546	1	1	1	2	0	20	1.229330e+00	4.824403e-01	6.244726e+00	4.362320e-01	1
XPO4	1512977	412172	333508	6	6	6	0	0	20	6.881029e-01	4.825187e-01	2.170193e+01	1.069765e+00	1
SLC4A7	1623689	457859	372932	12	12	11	1	0	7	9.887342e-01	4.825432e-01	3.408957e+01	5.164560e-01	1
ZBTB33	887851	247157	16296	7	7	7	2	0	20	1.201476e+00	4.825603e-01	2.181700e+01	8.004900e-01	1
F2RL3	225620	87377	23828	2	2	2	0	0	20	8.883279e-01	4.825632e-01	6.451019e+00	5.451990e-01	1
TINAGL1	525646	153052	121800	4	4	4	0	0	20	6.818858e-01	4.826106e-01	1.140713e+01	7.687280e-01	1
TAS2R7	416113	118258	21560	3	3	3	1	0	20	8.096744e-01	4.827643e-01	7.919402e+00	8.769950e-01	1
PIGG	1225427	383854	173614	14	14	13	4	0	3	7.308459e-01	4.828722e-01	3.804466e+01	5.893760e-01	1
KRCC1	355309	83324	18620	3	3	3	1	0	20	9.222698e-01	4.829223e-01	7.796030e+00	5.430240e-01	1
PCSK2	845993	240345	192234	14	13	14	4	0	9	1.446327e+00	4.830653e-01	3.122395e+01	6.388690e-01	1
CREB3L4	587321	178499	147168	2	2	2	0	0	4	4.125185e-01	4.831872e-01	1.188999e+01	6.912640e-01	1
CCDC68	465038	113163	152936	5	5	5	0	0	20	1.790797e+00	4.832963e-01	1.597691e+01	9.360230e-01	1
USP25	1427202	362149	348586	10	10	10	0	0	20	1.163220e+00	4.834242e-01	3.167871e+01	9.830990e-01	1
SEPN1	595399	173488	161168	3	3	3	0	0	20	7.087448e-01	4.834339e-01	1.152673e+01	1.018097e+00	1
ZKSCAN5	1136753	290508	105084	7	7	6	2	0	20	8.012587e-01	4.838235e-01	2.132201e+01	1.316084e+00	1
TMEM88	213374	81859	38402	1	1	1	0	0	20	9.492454e-01	4.840423e-01	6.409561e+00	6.896660e-01	1
TRIM15	485614	139173	108150	6	5	6	2	0	20	1.621733e+00	4.841374e-01	1.880522e+01	8.746340e-01	1
DCAF4	669718	173376	208446	5	5	5	1	0	20	8.500206e-01	4.841825e-01	1.513467e+01	5.846920e-01	1
P2RX3	489726	135655	166418	4	4	4	2	0	12	9.994462e-01	4.842570e-01	1.429038e+01	8.216770e-01	1
RPS3A	339436	88223	175952	2	2	2	0	0	5	3.484836e-01	4.843587e-01	6.495854e+00	7.154710e-01	1
FBXO34	939703	261232	31850	7	6	7	1	0	20	8.801946e-01	4.843749e-01	1.805529e+01	5.245440e-01	1
KRTAP3-1	127238	37721	16786	2	2	1	1	0	20	1.471964e+00	4.844274e-01	5.531197e+00	4.080850e-01	1
MRPS31	517058	141369	101066	4	4	4	1	0	20	8.652000e-01	4.845083e-01	1.093352e+01	7.106540e-01	1
KIF7	949638	294617	165662	8	7	8	2	0	20	7.531006e-01	4.845983e-01	1.985521e+01	6.448360e-01	1
NDUFA6	207184	58552	56756	1	1	1	0	0	20	1.045826e+00	4.846164e-01	6.447511e+00	3.321790e-01	1
CRYBA2	244762	68798	54264	3	3	3	2	0	18	1.480895e+00	4.846577e-01	1.075705e+01	4.394910e-01	1
DDN	670275	234939	18550	8	7	8	3	0	20	7.476666e-01	4.851592e-01	1.627900e+01	8.057500e-01	1
GOLGA6A	352572	101085	99652	2	2	2	1	0	20	6.797256e-01	4.853682e-01	6.359426e+00	3.572310e-01	1
KLHL31	773055	221259	34482	6	5	6	2	0	6	6.632434e-01	4.855763e-01	1.692248e+01	6.607480e-01	1
PAQR5	446515	124986	125370	3	3	3	2	0	20	1.101234e+00	4.856480e-01	1.114083e+01	5.664890e-01	1
FAM174A	223231	75330	49574	3	3	3	0	0	20	1.394832e+00	4.857530e-01	8.677901e+00	8.156520e-01	1
SLC26A9	1150492	340531	345772	6	6	5	0	2	20	7.212200e-01	4.858000e-01	1.968298e+01	9.738830e-01	1
WWP2	1150489	324907	370734	7	7	7	1	0	20	9.478223e-01	4.858366e-01	2.618185e+01	9.082210e-01	1
TRPT1	564039	183087	101276	3	3	2	1	0	16	6.942450e-01	4.858427e-01	1.136099e+01	1.030070e+00	1
C2orf44	943672	277559	50428	7	6	7	0	0	20	7.974569e-01	4.858840e-01	1.798765e+01	5.819530e-01	1
ZNF547	543942	139624	75978	9	9	9	1	0	18	2.557973e+00	4.859321e-01	2.643359e+01	7.636940e-01	1
VDAC1	381207	111502	121072	2	2	2	0	0	2	1.993317e-01	4.859686e-01	8.848478e+00	1.265252e+00	1
C2orf54	417855	135344	52024	3	3	3	0	0	20	5.862787e-01	4.860653e-01	8.401423e+00	4.918240e-01	1
PTPRF	2262868	686185	504644	16	15	15	7	1	20	6.723006e-01	4.860901e-01	3.830274e+01	1.212758e+00	1
PPP1R12A	1081756	302530	200396	8	8	8	1	0	10	7.916205e-01	4.861048e-01	2.097559e+01	1.210787e+00	1
RBMS1	559678	152038	249382	5	4	5	0	0	20	1.152333e+00	4.861538e-01	1.472668e+01	9.766520e-01	1
ATP2B2	1651982	481956	342132	29	27	28	14	0	4	1.286836e+00	4.861567e-01	5.611036e+01	5.030940e-01	1
SOHLH1	320988	107362	75824	5	5	5	7	0	16	1.691010e+00	4.862193e-01	1.478754e+01	6.238160e-01	1
DNAJB7	418365	104155	19320	2	2	2	0	0	20	8.207013e-01	4.863986e-01	7.875302e+00	5.759630e-01	1
RNF19B	699271	194347	135282	3	3	3	1	0	20	4.637169e-01	4.866853e-01	9.359907e+00	1.002967e+00	1
HEXIM1	440518	124507	19460	8	6	7	3	0	20	1.534525e+00	4.868713e-01	1.808379e+01	5.209790e-01	1
ATL3	722469	191448	203210	3	3	3	1	0	20	5.307195e-01	4.868876e-01	9.682521e+00	4.864340e-01	1
TSPYL6	534315	158231	19460	6	6	6	2	0	20	9.658229e-01	4.869752e-01	1.343505e+01	1.139510e+00	1
ZNF670	533189	130644	84210	4	4	4	2	0	17	1.344475e+00	4.870440e-01	1.543868e+01	1.455970e+00	1
L3MBTL3	1070095	271873	309442	9	9	9	5	0	18	1.269418e+00	4.871374e-01	2.737915e+01	7.294310e-01	1
TRAF2	627431	179258	162386	5	5	5	2	0	20	6.730376e-01	4.871432e-01	1.262533e+01	5.538780e-01	1
ARF5	214276	62042	81928	3	3	2	2	0	20	2.613814e+00	4.871819e-01	1.366876e+01	5.306950e-01	1
FAM169A	938070	256221	234836	7	7	7	1	0	20	8.528581e-01	4.874897e-01	1.733483e+01	7.455050e-01	1
C1orf158	262386	72627	65898	3	3	3	2	0	20	1.084958e+00	4.875200e-01	6.764021e+00	3.369080e-01	1
BZRAP1	2073455	660984	396368	21	18	21	8	1	2	9.192539e-01	4.875675e-01	5.282891e+01	7.417090e-01	1
QARS	1014097	298782	334502	6	5	6	1	1	20	6.153506e-01	4.876140e-01	1.612475e+01	1.048135e+00	1
STK3	648576	156514	217196	4	4	4	1	0	20	1.009569e+00	4.877204e-01	1.400489e+01	5.763740e-01	1
RNF169	754703	221738	88074	3	3	3	0	2	20	5.554586e-01	4.878234e-01	1.140379e+01	9.570050e-01	1
ZNF182	838898	208310	59612	6	5	6	1	0	5	6.874749e-01	4.879963e-01	1.640936e+01	7.235890e-01	1
MEX3B	562378	187675	18718	11	11	10	2	1	20	2.041110e+00	4.884718e-01	2.803539e+01	5.659860e-01	1
MDFIC	314465	82114	50148	5	5	5	1	0	20	1.941136e+00	4.886373e-01	1.373483e+01	5.645120e-01	1
NSMCE1	357872	90587	106848	1	1	1	0	0	20	4.432988e-01	4.886559e-01	3.900986e+00	4.584690e-01	1
TSC22D1	1359387	436070	63294	6	6	6	0	0	20	5.502538e-01	4.887486e-01	1.808604e+01	9.973440e-01	1
AHSA1	381151	103029	115542	2	2	2	2	0	20	5.879577e-01	4.888511e-01	6.111224e+00	3.413670e-01	1
FOXE3	118597	36511	0	2	2	1	0	0	20	1.115411e+00	4.892004e-01	5.355777e+00	3.989860e-01	1
CPLX1	136610	34427	26334	1	1	1	0	0	20	5.640395e-01	4.892334e-01	3.115098e+00	2.301550e-01	1
UBE2I	215430	56384	94150	2	2	2	0	2	20	8.527827e-01	4.893341e-01	5.356512e+00	6.468380e-01	1
SIX6	291917	93374	23758	4	4	4	1	0	20	1.275489e+00	4.895586e-01	1.087950e+01	8.728490e-01	1
OR2C3	410990	129462	17962	22	21	21	18	0	9	6.477730e+00	4.898907e-01	4.708859e+01	8.950920e-01	1
AHCYL1	711604	196459	265398	5	5	4	1	0	20	7.275664e-01	4.899580e-01	1.361836e+01	5.557660e-01	1
ULK4	1709688	489359	574882	14	14	13	6	0	7	1.133969e+00	4.900715e-01	4.102410e+01	9.223270e-01	1
PLCE1	3235729	870989	549150	31	28	29	7	2	9	1.246931e+00	4.901926e-01	6.924381e+01	1.115415e+00	1
ASRGL1	370513	114121	117432	3	3	3	3	0	20	7.261984e-01	4.904090e-01	8.906242e+00	6.376570e-01	1
DENND4C	2256927	612516	404712	7	7	7	3	1	20	4.992225e-01	4.905308e-01	2.425174e+01	7.774240e-01	1
CRIP2	107813	29923	40544	1	1	1	2	0	20	6.865785e-01	4.906114e-01	3.213057e+00	1.681850e-01	1
PC	1833346	596102	290948	10	9	9	6	0	20	5.293962e-01	4.906877e-01	2.650668e+01	7.643050e-01	1
TMEM229B	157447	46505	12124	1	1	1	2	0	20	2.936548e-01	4.907258e-01	2.950403e+00	3.117480e-01	1
FAF1	854379	228071	365036	11	10	10	3	0	1	4.673680e-01	4.908418e-01	2.653367e+01	7.643230e-01	1
FGFR1OP2	354239	87293	89824	2	2	2	0	0	20	6.230065e-01	4.908480e-01	6.044951e+00	5.801250e-01	1
SLC2A7	534091	172194	140588	6	5	5	1	0	20	8.718395e-01	4.909826e-01	1.275010e+01	7.994550e-01	1
GADD45A	204229	59650	40474	2	2	2	0	0	4	8.469230e-01	4.911566e-01	6.932626e+00	6.909280e-01	1
RSRC1	436944	121073	141442	4	4	4	1	1	20	1.420908e+00	4.912104e-01	1.457686e+01	1.229694e+00	1
IL24	349144	74879	106414	3	2	3	0	0	20	5.959331e-01	4.912799e-01	5.785705e+00	4.006240e-01	1
RNASEL	987023	272520	106834	8	8	8	2	0	11	9.633677e-01	4.914634e-01	2.371724e+01	1.073933e+00	1
MPP2	716587	222892	185024	8	7	8	2	0	20	1.158129e+00	4.915098e-01	2.098723e+01	5.370340e-01	1
VWCE	1079050	348780	248542	13	10	13	3	0	9	1.021936e+00	4.916336e-01	2.604161e+01	9.986710e-01	1
MAPKBP1	1943000	603959	470498	10	10	10	2	0	10	5.682269e-01	4.916575e-01	3.095011e+01	6.597200e-01	1
KMO	791071	210027	275828	9	9	8	2	0	20	1.508974e+00	4.917181e-01	2.347379e+01	5.244500e-01	1
FXYD1	123944	34934	85806	1	1	1	0	0	20	1.260985e+00	4.917308e-01	3.712427e+00	1.989490e-01	1
CDC7	777360	207831	163352	6	6	6	1	0	20	1.213780e+00	4.920942e-01	1.886597e+01	5.574980e-01	1
SP5	227816	75554	12096	2	2	2	0	0	20	1.323888e+00	4.922754e-01	9.368997e+00	6.778910e-01	1
FCF1	272999	67560	124250	1	1	1	0	0	20	6.001394e-01	4.924174e-01	3.708786e+00	4.213100e-01	1
CD274	394719	105281	93380	3	3	3	1	0	19	8.733521e-01	4.925153e-01	7.984387e+00	3.971790e-01	1
PCNX	3075557	897394	562436	31	28	31	7	0	0	6.875630e-01	4.926812e-01	6.739452e+01	5.082580e-01	1
NEXN	936241	216755	166236	3	3	3	1	0	20	5.831149e-01	4.927470e-01	1.202877e+01	5.762630e-01	1
PIK3C3	1223847	313112	378028	14	14	14	2	0	20	1.691100e+00	4.928983e-01	3.653303e+01	5.654210e-01	1
ZBTB7B	770974	252112	41062	8	8	8	3	0	20	1.002596e+00	4.929569e-01	1.977732e+01	9.354310e-01	1
BARHL2	378199	109533	40222	7	7	7	3	0	20	1.957429e+00	4.933423e-01	1.832216e+01	4.744130e-01	1
IQCF1	274716	79383	69594	2	2	2	0	0	20	7.355721e-01	4.934443e-01	5.971147e+00	4.861420e-01	1
PRAMEF17	225060	60213	17108	1	1	1	0	0	20	8.251498e-01	4.935181e-01	3.693717e+00	5.841230e-01	1
TXNDC11	1158091	334985	161308	7	6	6	0	0	20	7.239420e-01	4.936484e-01	1.949857e+01	9.516490e-01	1
PROX2	718254	216391	78386	5	5	5	1	0	20	6.781846e-01	4.937856e-01	1.196060e+01	1.010559e+00	1
CASQ2	557933	133994	174720	5	4	5	2	0	20	1.220984e+00	4.938845e-01	1.447281e+01	5.483590e-01	1
SYT12	538561	161833	110824	4	4	4	3	0	20	1.022773e+00	4.939088e-01	1.454117e+01	1.096635e+00	1
CTTN	847710	221203	273700	6	6	6	2	2	20	1.144563e+00	4.939115e-01	2.333945e+01	6.602350e-01	1
GFPT1	930723	253378	321706	9	9	8	1	0	1	2.260203e-01	4.939334e-01	3.161092e+01	5.618250e-01	1
SH3BP1	561358	173936	280742	4	4	4	1	0	20	6.429788e-01	4.941713e-01	1.077146e+01	9.730240e-01	1
SHCBP1	907640	237051	191016	5	5	5	3	0	20	6.975013e-01	4.942591e-01	1.476090e+01	1.004408e+00	1
GUCY1A2	886109	246426	231000	29	25	28	13	1	3	3.718665e+00	4.943389e-01	6.480884e+01	7.448600e-01	1
WBP4	523786	126168	150402	3	3	3	0	0	20	7.966117e-01	4.944399e-01	9.074427e+00	8.810990e-01	1
SDC3	484208	175065	64792	3	3	3	0	0	19	8.586297e-01	4.944500e-01	1.132737e+01	9.646090e-01	1
RND2	238149	75442	57036	2	2	2	0	0	20	7.306770e-01	4.944874e-01	5.895198e+00	7.296710e-01	1
PLD5	610939	156542	179662	15	13	14	6	0	4	2.190876e+00	4.945952e-01	3.332976e+01	1.122531e+00	1
SDF2L1	131714	37158	15988	1	1	1	0	0	20	6.655853e-01	4.946612e-01	3.177064e+00	5.698480e-01	1
TUBGCP5	1344802	342640	328202	11	10	11	5	0	4	1.276741e+00	4.946991e-01	3.868951e+01	7.030990e-01	1
C4orf46	117527	36567	39340	1	1	1	0	0	20	1.274860e+00	4.947718e-01	3.444834e+00	4.923940e-01	1
ADAM28	1076341	264722	351106	12	12	12	0	0	0	0	4.947928e-01	3.050723e+01	1.041313e+00	1
FXYD7	131826	38847	108388	1	1	1	0	3	20	1.260985e+00	4.948234e-01	3.742670e+00	2.010530e-01	1
TMPRSS6	856939	257459	263144	7	7	7	4	0	20	7.908478e-01	4.949930e-01	1.843722e+01	1.063790e+00	1
HBG1	107701	32682	25102	2	2	2	0	0	20	2.065619e+00	4.950476e-01	5.315142e+00	3.500240e-01	1
EIF3I	524800	142495	200256	3	3	3	1	0	20	6.883826e-01	4.950840e-01	9.512938e+00	6.093740e-01	1
INF2	929871	294278	183428	4	4	4	2	0	20	6.106618e-01	4.952434e-01	1.707448e+01	6.569710e-01	1
BMI1	450005	117160	134708	4	4	4	1	0	20	1.017922e+00	4.954287e-01	1.047429e+01	4.595290e-01	1
GLIPR1L2	342360	91206	60480	4	4	4	1	0	20	1.479381e+00	4.954517e-01	1.158742e+01	4.559780e-01	1
TAS1R3	801128	264772	58338	6	6	6	1	0	20	7.632475e-01	4.955367e-01	1.816502e+01	9.000630e-01	1
KIAA0922	2002731	533189	467488	12	12	12	4	0	20	7.448660e-01	4.956612e-01	2.979931e+01	7.401280e-01	1
ZNF621	503997	132333	63224	7	7	6	0	0	20	1.380924e+00	4.956660e-01	1.521576e+01	7.466460e-01	1
SPRN	66434	23646	18228	1	1	1	0	1	20	1.130733e+00	4.958453e-01	2.951662e+00	5.540940e-01	1
LENG1	403531	124930	89222	4	4	4	0	0	8	6.027859e-01	4.959635e-01	1.096292e+01	4.489160e-01	1
RAB11FIP2	690997	178527	73514	8	8	8	2	0	20	1.386960e+00	4.962487e-01	1.893532e+01	9.144990e-01	1
MSTN	501717	135711	49406	3	3	3	0	0	20	8.552875e-01	4.962809e-01	9.319218e+00	6.876060e-01	1
NKD1	493642	150069	96670	6	6	6	4	0	20	1.318594e+00	4.962870e-01	1.692651e+01	6.067770e-01	1
UBE2D1	194938	50698	86786	1	1	1	2	0	20	1.286442e+00	4.963302e-01	5.752727e+00	7.414930e-01	1
RPAP2	822232	210618	192234	4	4	4	1	0	8	3.835698e-01	4.963857e-01	1.084501e+01	1.030834e+00	1
SMTN	1198369	389876	314776	11	10	11	3	2	20	7.902820e-01	4.964117e-01	2.551023e+01	5.135940e-01	1
PRKCZ	650004	173205	208810	4	4	4	0	0	20	5.864787e-01	4.966424e-01	1.121514e+01	1.105031e+00	1
ADCY9	1625263	468161	127526	13	13	12	6	0	20	8.517944e-01	4.966967e-01	3.224882e+01	7.129980e-01	1
EIF2B2	467318	137935	130704	3	2	3	2	0	20	4.887220e-01	4.967669e-01	6.610299e+00	3.269870e-01	1
HTN3	73386	16327	58492	1	1	1	0	0	20	1.722451e+00	4.967850e-01	3.009948e+00	2.085200e-01	1
NUDT14	219449	71470	53774	1	1	1	0	0	20	5.309778e-01	4.968112e-01	3.480427e+00	3.725030e-01	1
AIPL1	504364	148632	83846	7	7	7	3	0	20	1.464691e+00	4.968345e-01	1.841785e+01	7.440060e-01	1
FYB	952518	273338	172284	22	21	22	10	0	6	3.135062e+00	4.968548e-01	5.201301e+01	4.875520e-01	1
FAM104B	168412	39323	46284	1	1	1	2	1	20	1.148043e+00	4.969402e-01	3.605844e+00	4.151180e-01	1
TOR1B	408654	114824	77168	3	3	3	2	0	20	7.065580e-01	4.969452e-01	8.117831e+00	5.056310e-01	1
IFNAR2	734715	195333	154966	7	6	7	1	0	3	8.692768e-01	4.969961e-01	2.028312e+01	7.398620e-01	1
KRTAP1-1	236432	62465	17024	2	2	2	1	0	20	1.471964e+00	4.971158e-01	9.203656e+00	6.930950e-01	1
DCAF11	738093	209408	230020	4	4	4	0	0	20	7.267970e-01	4.971379e-01	1.401646e+01	4.863190e-01	1
RAB12	276744	69728	83328	1	1	1	0	0	20	6.304985e-01	4.972919e-01	3.758268e+00	5.114720e-01	1
ASPRV1	440210	139596	19964	4	4	4	2	0	20	8.357612e-01	4.973948e-01	9.822742e+00	6.598570e-01	1
IRS4	1578879	505997	17612	35	34	34	10	0	1	1.895470e+00	4.975093e-01	7.712702e+01	5.984310e-01	1
INPP5E	363073	111782	67214	2	2	2	0	0	20	4.766551e-01	4.979256e-01	6.053903e+00	3.624680e-01	1
ZNF19	616401	158175	59038	3	3	3	0	0	14	6.282421e-01	4.979366e-01	9.628170e+00	8.050460e-01	1
TEX2	1503322	432412	221242	11	10	9	3	0	20	1.058493e+00	4.982194e-01	3.085125e+01	9.841910e-01	1
TMEM67	1360964	358292	420154	15	15	15	4	0	3	1.543218e+00	4.982698e-01	4.438493e+01	1.090276e+00	1
CLCNKB	862128	271640	254352	5	5	5	0	1	20	8.300625e-01	4.982967e-01	1.778193e+01	7.698420e-01	1
CHPT1	527447	140694	134148	3	3	3	0	0	1	2.398059e-01	4.983351e-01	1.165556e+01	8.762540e-01	1
TRPV1	755866	224049	104146	5	5	5	3	0	20	9.269018e-01	4.986613e-01	1.717950e+01	1.024154e+00	1
AP3D1	1329284	362793	365554	7	7	7	9	0	20	7.868809e-01	4.987713e-01	2.451034e+01	5.005150e-01	1
DLG1	1284906	347399	445928	6	6	6	3	0	20	8.278079e-01	4.989825e-01	2.181255e+01	5.004630e-01	1
SH3BGRL	152377	39917	53732	2	2	2	0	0	20	1.800623e+00	4.990190e-01	6.137449e+00	7.254380e-01	1
DLG5	2327706	685090	452410	25	23	24	5	1	20	1.190560e+00	4.990293e-01	5.189517e+01	4.939240e-01	1
LMO1	191675	49488	39074	1	1	1	0	0	20	8.802052e-01	4.991746e-01	3.808571e+00	4.013690e-01	1
DHRS4	336876	107816	110026	1	1	1	2	0	20	8.361610e-01	4.991747e-01	7.150913e+00	3.631650e-01	1
FBXW9	478295	154909	123116	5	5	5	1	0	20	1.047560e+00	4.992596e-01	1.398180e+01	4.861180e-01	1
C1S	927936	255039	187082	4	4	4	0	0	20	6.923898e-01	4.993741e-01	1.542449e+01	7.314420e-01	1
MR1	457156	128927	101066	3	3	3	0	0	19	9.189637e-01	4.994732e-01	9.806993e+00	5.545930e-01	1
MKL2	1387795	413242	462994	11	10	11	6	2	9	8.249144e-01	4.995194e-01	2.836566e+01	6.442130e-01	1
SDR9C7	410962	125521	69300	4	4	4	2	0	20	9.302078e-01	4.995898e-01	9.291000e+00	9.904750e-01	1
RALGPS1	1408853	400181	365638	7	7	5	0	0	20	4.373219e-01	4.996060e-01	1.610817e+01	9.282320e-01	1
ZFP1	558552	133431	54292	2	2	2	0	0	20	4.722929e-01	4.998711e-01	6.526269e+00	2.065183e+00	1
H1F0	250647	76033	13244	2	2	2	0	0	20	1.093791e+00	4.999279e-01	6.806912e+00	6.510610e-01	1
TCEAL3	267876	68630	17388	2	2	2	1	0	20	6.903028e-01	5.000830e-01	5.338929e+00	6.085670e-01	1
OR2L2	406514	121073	18984	32	29	31	7	0	1	6.116877e+00	5.001348e-01	5.887948e+01	5.566800e-01	1
FUT1	510862	166337	18130	5	4	4	1	0	20	9.863047e-01	5.002340e-01	1.412331e+01	6.026130e-01	1
MEIS1	479993	125720	128380	9	9	9	3	4	20	2.710951e+00	5.002903e-01	2.622372e+01	7.457600e-01	1
MAP6	720724	217346	74872	4	4	4	0	0	20	8.248511e-01	5.005471e-01	1.431246e+01	5.862220e-01	1
APBA2	954786	262666	170338	16	15	16	7	0	6	1.570677e+00	5.005483e-01	3.553038e+01	5.587050e-01	1
PSME1	526996	141876	179956	2	2	2	0	0	20	4.963423e-01	5.006774e-01	6.544616e+00	6.864210e-01	1
THAP8	231595	76176	46046	1	1	1	0	0	20	6.569159e-01	5.006793e-01	3.887014e+00	5.759450e-01	1
HNRNPR	856998	235362	155568	5	5	5	2	0	20	8.016648e-01	5.007366e-01	1.560807e+01	5.451130e-01	1
FBXO48	212363	52359	35406	1	1	1	0	0	20	9.466002e-01	5.008743e-01	3.707605e+00	2.782480e-01	1
C19orf44	1184490	354998	190414	6	6	6	0	4	10	6.285831e-01	5.012521e-01	2.206617e+01	7.991190e-01	1
LHX1	378619	106295	41244	3	3	3	5	0	20	6.109753e-01	5.013327e-01	7.764579e+00	5.604140e-01	1
CEACAM5	914791	279783	163940	8	7	8	3	0	20	7.682235e-01	5.013927e-01	1.756654e+01	5.320190e-01	1
C9orf163	173202	59986	3584	1	1	1	1	0	20	4.766551e-01	5.015183e-01	3.172349e+00	2.726990e-01	1
CUL2	1018439	243188	271572	8	7	8	1	0	20	1.180436e+00	5.016450e-01	2.345028e+01	6.828850e-01	1
NEFM	885288	251182	39634	11	10	11	3	0	20	1.766533e+00	5.017001e-01	3.324996e+01	6.152810e-01	1
AGA	466615	133994	136864	6	5	6	1	1	16	1.561185e+00	5.017366e-01	1.610240e+01	5.323760e-01	1
WNT7B	432210	124703	44268	4	4	4	2	0	20	9.780111e-01	5.018390e-01	1.234993e+01	9.529820e-01	1
OTUD3	448627	109785	109872	1	1	1	1	0	20	4.761960e-01	5.018515e-01	6.153651e+00	6.596740e-01	1
SARS2	637120	200372	207704	4	4	4	1	0	20	5.357889e-01	5.018844e-01	1.107698e+01	1.007900e+00	1
B9D2	218783	67476	42350	1	1	1	2	0	15	8.612295e-01	5.019062e-01	6.242946e+00	3.896880e-01	1
GPC5	730466	204820	119280	20	19	19	10	0	9	2.823487e+00	5.020115e-01	3.886078e+01	4.904350e-01	1
ATP5B	665945	212195	244986	3	3	3	3	0	20	5.352861e-01	5.020154e-01	9.169439e+00	4.378360e-01	1
TSC22D2	770439	252084	65982	6	6	5	2	0	12	6.774743e-01	5.020594e-01	1.675150e+01	1.179212e+00	1
GGT5	546981	183115	120148	4	4	4	0	0	20	8.192100e-01	5.021529e-01	1.210519e+01	4.659250e-01	1
SUGT1	459209	112684	187894	2	2	2	1	0	20	5.524662e-01	5.021880e-01	6.025104e+00	3.608060e-01	1
B3GALT2	560804	152038	18648	4	4	4	2	0	20	8.495145e-01	5.022621e-01	1.068287e+01	7.276120e-01	1
RUVBL2	798586	250056	266784	4	4	4	1	0	20	6.056747e-01	5.022835e-01	1.466615e+01	8.691830e-01	1
IL1B	373353	93458	102536	1	1	1	1	0	4	2.003118e-01	5.023815e-01	6.156499e+00	4.587060e-01	1
MRPS36	142467	39410	66066	1	1	1	1	0	20	6.547254e-01	5.024116e-01	2.619727e+00	2.869320e-01	1
MAP3K10	765711	246961	117026	4	4	4	4	0	20	8.589623e-01	5.024153e-01	1.778121e+01	5.593500e-01	1
RNF141	314801	83324	81396	2	2	2	1	0	20	8.366141e-01	5.024232e-01	5.993396e+00	7.599570e-01	1
KLRC4	215150	57426	66920	2	1	2	0	0	20	6.056770e-01	5.024929e-01	3.155520e+00	2.233700e-01	1
RSAD2	490233	130025	93268	8	8	7	2	0	20	2.060081e+00	5.025410e-01	2.038712e+01	1.068236e+00	1
C20orf197	145901	39438	25648	3	3	3	0	0	9	3.326373e+00	5.026267e-01	1.097892e+01	4.791360e-01	1
NDUFB9	258417	65308	84112	2	2	2	1	0	20	8.209206e-01	5.027441e-01	6.112261e+00	3.855900e-01	1
DCUN1D4	401531	92923	155246	4	4	4	4	0	20	1.555814e+00	5.030847e-01	1.234715e+01	6.125620e-01	1
CACNB1	812692	251549	194600	5	5	5	5	0	20	7.315486e-01	5.034444e-01	1.635630e+01	5.037840e-01	1
KCNH4	1190664	385403	222908	10	10	10	2	0	20	1.097022e+00	5.035215e-01	3.061392e+01	7.121920e-01	1
MFSD1	636215	174782	254128	8	7	8	2	0	14	1.330418e+00	5.037862e-01	1.844477e+01	5.498390e-01	1
ZGLP1	258809	81747	38038	1	1	1	1	0	20	5.318263e-01	5.038533e-01	3.536914e+00	4.847570e-01	1
OSBPL2	662312	168956	217126	4	4	4	1	0	20	6.083328e-01	5.039313e-01	1.085455e+01	1.015692e+00	1
TMED2	269649	74316	59444	1	1	1	0	0	15	5.740811e-01	5.039916e-01	3.597859e+00	5.249010e-01	1
ZNF140	321868	79355	8568	1	1	1	0	0	20	8.550150e-01	5.041454e-01	6.509605e+00	4.974170e-01	1
NUP62CL	251238	69840	120624	1	1	1	0	0	20	5.115361e-01	5.041598e-01	3.309878e+00	2.629890e-01	1
EML4	1320546	363107	399532	10	10	9	3	0	4	6.120364e-01	5.043270e-01	2.916154e+01	5.570260e-01	1
