rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
10744	ZNF544	zinc finger protein 544	2164	61	0	0	2	0	0	0	2	1	2	6.416229e-01	1	9.330000e-01	9.263460e-01	1
10745	LY6E	lymphocyte antigen 6 complex, locus E	412	884	0	0	1	0	0	0	1	1	1	9.263542e-01	NaN	NaN	9.263542e-01	1
10746	KIF12	kinesin family member 12	1598	14	0	0	1	0	0	0	1	1	1	9.264312e-01	NaN	NaN	9.264312e-01	1
10747	HUS1	HUS1 checkpoint homolog (S. pombe)	871	1000	0	0	1	0	0	0	1	1	1	9.264543e-01	NaN	NaN	9.264543e-01	1
10748	SFRS8	splicing factor, arginine/serine-rich 8 (suppressor-of-white-apricot homolog, Drosophila)	2924	67	0	2	1	0	0	0	1	1	1	9.265289e-01	NaN	NaN	9.265289e-01	1
10749	FAM160B2	family with sequence similarity 160, member B2	2097	12	0	0	2	0	0	0	2	1	2	6.420378e-01	1	8.860000e-01	9.265300e-01	1
10750	FURIN	furin (paired basic amino acid cleaving enzyme)	2441	15	0	0	1	0	0	0	1	1	1	9.265694e-01	NaN	NaN	9.265694e-01	1
10751	FBXO39	F-box protein 39	1341	72	0	0	2	0	0	0	2	1	2	6.423787e-01	1	3.560000e-01	9.266809e-01	1
10752	WSCD2	WSC domain containing 2	1726	106	0	1	2	0	0	0	2	2	2	6.425013e-01	1	2.640000e-01	9.267352e-01	1
10753	ANKRD13B	ankyrin repeat domain 13B	1937	82	0	0	3	0	0	0	3	2	3	6.427886e-01	1	1.230000e-01	9.268622e-01	1
10754	CLTC	clathrin, heavy chain (Hc)	5152	7	0	1	4	0	0	0	4	3	4	6.430145e-01	1	2.690000e-01	9.269620e-01	1
10755	LEMD3	LEM domain containing 3	2786	9	0	1	2	0	1	0	3	2	3	6.431134e-01	1	5.820000e-01	9.270056e-01	1
10756	PNPLA4	patatin-like phospholipase domain containing 4	786	387	0	0	2	0	0	0	2	1	2	6.433685e-01	1	5.380000e-01	9.271182e-01	1
10757	CD81	CD81 molecule	739	1000	0	0	2	0	0	0	2	2	2	6.437673e-01	1	8.590000e-01	9.272940e-01	1
10758	C3orf22	chromosome 3 open reading frame 22	438	964	0	0	1	0	0	0	1	1	1	9.272947e-01	NaN	NaN	9.272947e-01	1
10759	BBS10	Bardet-Biedl syndrome 10	2178	10	0	0	2	0	0	0	2	2	2	9.761777e-01	1	5.240000e-01	9.275184e-01	1
10760	ZBTB16	zinc finger and BTB domain containing 16	2046	49	0	0	2	0	0	0	2	2	2	6.443979e-01	1	9.220000e-01	9.275714e-01	1
10761	TNMD	tenomodulin	978	1000	0	0	1	0	0	0	1	1	1	9.275822e-01	NaN	NaN	9.275822e-01	1
10762	NRSN1	neurensin 1	596	979	0	0	1	0	0	0	1	1	1	9.275962e-01	NaN	NaN	9.275962e-01	1
10763	PKHD1L1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1	13040	4	0	6	10	0	0	0	10	7	10	6.445527e-01	1	6.870000e-01	9.276394e-01	1
10764	YY1AP1	YY1 associated protein 1	2493	37	0	0	1	1	1	0	3	1	3	6.447176e-01	1	3.640000e-01	9.277118e-01	1
10765	FAM8A1	family with sequence similarity 8, member A1	1258	44	0	0	2	0	0	0	2	1	2	6.452266e-01	1	8.900000e-01	9.279350e-01	1
10766	KCNH5	potassium voltage-gated channel, subfamily H (eag-related), member 5	3041	0	0	0	2	0	0	0	2	2	2	6.457512e-01	1	8.800000e-01	9.281646e-01	1
10767	NTF3	neurotrophin 3	819	0	0	2	1	0	0	0	1	1	1	9.283926e-01	NaN	NaN	9.283926e-01	1
10768	MAN1A1	mannosidase, alpha, class 1A, member 1	2006	21	0	1	2	0	0	0	2	1	2	6.464185e-01	1	8.570000e-01	9.284562e-01	1
10769	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	2660	31	0	0	1	0	0	0	1	1	1	9.287478e-01	NaN	NaN	9.287478e-01	1
10770	COL15A1	collagen, type XV, alpha 1	4331	9	0	4	1	0	0	0	1	1	1	9.290379e-01	NaN	NaN	9.290379e-01	1
10771	TOPBP1	topoisomerase (DNA) II binding protein 1	4677	4	0	0	2	0	0	1	3	1	3	6.478490e-01	1	9.630000e-01	9.290787e-01	1
10772	HCN3	hyperpolarization activated cyclic nucleotide-gated potassium channel 3	2355	87	0	1	3	0	0	1	4	2	4	6.494556e-01	1	9.190000e-01	9.297741e-01	1
10773	ADH6	alcohol dehydrogenase 6 (class V)	1164	35	0	0	3	0	0	0	3	1	3	6.496364e-01	1	5.700000e-01	9.298522e-01	1
10774	ZNF507	zinc finger protein 507	2882	160	0	2	1	1	0	0	2	1	2	6.503623e-01	1	5.060000e-01	9.301649e-01	1
10775	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	3721	56	0	2	1	0	0	0	1	1	1	9.302518e-01	NaN	NaN	9.302518e-01	1
10776	TRYX3	protease, serine, 58	748	10	0	1	1	0	0	0	1	1	1	9.303021e-01	NaN	NaN	9.303021e-01	1
10777	ROCK2	Rho-associated, coiled-coil containing protein kinase 2	4295	1	0	0	4	0	0	0	4	3	4	6.510821e-01	1	6.730000e-01	9.304742e-01	1
10778	KIAA0101	KIAA0101	373	0	1	0	2	0	0	0	2	2	2	6.512727e-01	1	9.780000e-01	9.305559e-01	1
10779	CXorf57	chromosome X open reading frame 57	2620	2	0	1	2	0	0	0	2	2	2	9.912649e-01	1	4.050000e-01	9.309752e-01	1
10780	BTBD17	BTB (POZ) domain containing 17	1445	8	0	2	1	0	0	0	1	1	1	9.310020e-01	NaN	NaN	9.310020e-01	1
10781	CAPZA3	capping protein (actin filament) muscle Z-line, alpha 3	902	2	0	3	2	0	0	0	2	2	2	6.523293e-01	1	5.950000e-01	9.310082e-01	1
10782	MTM1	myotubularin 1	1868	37	0	0	2	0	0	0	2	2	2	6.529859e-01	1	1.320000e-01	9.312883e-01	1
10783	RNF175	ring finger protein 175	1019	875	0	0	2	0	0	0	2	2	2	6.534208e-01	1	8.650000e-01	9.314735e-01	1
10784	KCNIP4	Kv channel interacting protein 4	913	20	0	0	1	0	0	0	1	1	1	9.318159e-01	NaN	NaN	9.318159e-01	1
10785	FAM194A	family with sequence similarity 194, member A	2048	9	0	0	1	0	0	0	1	1	1	9.320895e-01	NaN	NaN	9.320895e-01	1
10786	MME	membrane metallo-endopeptidase	2341	79	0	0	1	1	0	0	2	1	2	6.551568e-01	1	7.150000e-01	9.322099e-01	1
10787	JAZF1	JAZF zinc finger 1	748	5	0	1	3	0	0	0	3	1	3	6.553457e-01	1	3.540000e-01	9.322898e-01	1
10788	BCL11A	B-cell CLL/lymphoma 11A (zinc finger protein)	2624	46	0	1	4	0	0	0	4	3	4	6.553494e-01	1	9.890000e-01	9.322914e-01	1
10789	C20orf195	chromosome 20 open reading frame 195	963	254	0	1	2	0	0	0	2	1	2	6.555376e-01	1	6.540000e-01	9.323709e-01	1
10790	GRIK1	glutamate receptor, ionotropic, kainate 1	2981	7	0	0	3	1	0	0	4	2	4	6.563429e-01	1	6.270000e-01	9.327105e-01	1
10791	DDX46	DEAD (Asp-Glu-Ala-Asp) box polypeptide 46	3184	43	0	1	4	0	0	1	5	2	5	6.570583e-01	1	6.830000e-01	9.330113e-01	1
10792	KDM2B	lysine (K)-specific demethylase 2B	4184	1	0	0	3	0	0	0	3	2	3	6.570873e-01	1	5.080000e-01	9.330235e-01	1
10793	TRAPPC10	trafficking protein particle complex 10	3868	33	0	1	2	0	0	0	2	1	2	6.572504e-01	1	1.430000e-01	9.330919e-01	1
10794	RAG1	recombination activating gene 1	3136	11	0	1	2	0	0	0	2	2	2	6.573070e-01	1	9.600000e-01	9.331157e-01	1
10795	CACHD1	cache domain containing 1	3776	25	0	1	1	0	0	0	1	1	1	9.333582e-01	NaN	NaN	9.333582e-01	1
10796	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	2002	29	0	0	2	0	0	0	2	2	2	6.590525e-01	1	7.820000e-01	9.338458e-01	1
10797	EI24	etoposide induced 2.4 mRNA	1062	1000	0	0	4	0	0	0	4	2	4	6.591527e-01	1	9.150000e-01	9.338876e-01	1
10798	RMND5A	required for meiotic nuclear division 5 homolog A (S. cerevisiae)	1208	406	0	0	2	0	0	0	2	1	2	6.592082e-01	1	2.980000e-01	9.339107e-01	1
10799	LRPAP1	low density lipoprotein receptor-related protein associated protein 1	1104	1000	0	0	1	0	0	0	1	1	1	9.341377e-01	NaN	NaN	9.341377e-01	1
10800	NEK11	NIMA (never in mitosis gene a)- related kinase 11	2018	58	0	0	2	0	0	0	2	2	2	6.598685e-01	1	3.280000e-01	9.341856e-01	1
10801	RPS19	ribosomal protein S19	458	1000	0	0	1	0	0	0	1	1	1	9.341870e-01	NaN	NaN	9.341870e-01	1
10802	RNF138	ring finger protein 138	768	1000	0	0	2	0	0	0	2	2	2	6.602036e-01	1	5.290000e-01	9.343248e-01	1
10803	MARK2	MAP/microtubule affinity-regulating kinase 2	2439	38	1	1	3	0	0	0	3	3	3	6.602772e-01	1	6.360000e-01	9.343553e-01	1
10804	LRRC41	leucine rich repeat containing 41	2477	65	0	1	3	0	0	1	4	1	4	6.603267e-01	1	4.930000e-01	9.343759e-01	1
10805	SOX3	SRY (sex determining region Y)-box 3	1341	1	0	2	1	0	0	0	1	1	1	9.344583e-01	NaN	NaN	9.344583e-01	1
10806	ACHE	acetylcholinesterase (Yt blood group)	1994	24	0	1	2	0	0	0	2	1	2	6.611187e-01	1	4.600000e-01	9.347041e-01	1
10807	SOX30	SRY (sex determining region Y)-box 30	2278	3	0	0	1	0	0	0	1	1	1	9.347233e-01	NaN	NaN	9.347233e-01	1
10808	SEC31B	SEC31 homolog B (S. cerevisiae)	3640	3	0	1	1	0	0	0	1	1	1	9.347808e-01	NaN	NaN	9.347808e-01	1
10809	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	1150	47	0	0	2	0	0	0	2	1	2	6.615073e-01	1	9.550000e-01	9.348648e-01	1
10810	ADIPOR2	adiponectin receptor 2	1189	84	0	0	3	0	0	0	3	1	3	6.615806e-01	1	6.090000e-01	9.348951e-01	1
10811	PER2	period homolog 2 (Drosophila)	3856	74	0	1	3	0	0	0	3	2	3	6.617716e-01	1	9.410000e-01	9.349739e-01	1
10812	RASGRP3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	2133	21	0	1	2	0	0	0	2	2	2	6.619366e-01	1	4.660000e-01	9.350421e-01	1
10813	CLIP3	CAP-GLY domain containing linker protein 3	1696	31	0	1	3	0	0	0	3	1	3	6.622282e-01	1	9.910000e-01	9.351623e-01	1
10814	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	10904	3	0	8	8	0	1	0	9	6	9	6.622476e-01	1	7.390000e-01	9.351703e-01	1
10815	C8orf45	chromosome 8 open reading frame 45	2124	39	0	0	2	0	0	0	2	1	2	6.623421e-01	1	8.690000e-01	9.352092e-01	1
10816	RNF122	ring finger protein 122	488	882	0	0	1	0	0	0	1	1	1	9.352336e-01	NaN	NaN	9.352336e-01	1
10817	MYO9B	myosin IXB	6642	19	0	2	4	0	0	0	4	2	4	6.630919e-01	1	4.190000e-01	9.355177e-01	1
10818	PCDHA8	protocadherin alpha 8	2914	12	0	1	1	0	0	0	1	1	1	9.357721e-01	NaN	NaN	9.357721e-01	1
10819	EXT1	exostoses (multiple) 1	2281	0	0	0	3	0	0	0	3	2	3	6.637612e-01	1	2.670000e-01	9.357923e-01	1
10820	ABCG2	ATP-binding cassette, sub-family G (WHITE), member 2	2028	9	0	0	1	0	0	0	1	1	1	9.358544e-01	NaN	NaN	9.358544e-01	1
10821	SLC17A7	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7	1727	47	0	2	1	0	0	0	1	1	1	9.360040e-01	NaN	NaN	9.360040e-01	1
10822	METRNL	meteorin, glial cell differentiation regulator-like	948	755	0	0	1	0	0	0	1	1	1	9.361456e-01	NaN	NaN	9.361456e-01	1
10823	CCDC88C	coiled-coil domain containing 88C	6205	1	0	2	4	0	0	0	4	3	4	6.647536e-01	1	9.810000e-01	9.361983e-01	1
10824	HGSNAT	heparan-alpha-glucosaminide N-acetyltransferase	1978	44	0	0	1	0	1	0	2	1	2	6.651157e-01	1	5.070000e-01	9.363461e-01	1
10825	OR8H2	olfactory receptor, family 8, subfamily H, member 2	937	34	0	0	2	0	0	0	2	1	2	6.653094e-01	1	6.400000e-01	9.364250e-01	1
10826	NARS	asparaginyl-tRNA synthetase	1699	156	0	0	1	0	1	0	2	1	2	6.657939e-01	1	3.050000e-01	9.366223e-01	1
10827	CDX2	caudal type homeobox 2	950	1000	0	0	0	1	0	0	1	1	1	9.367873e-01	NaN	NaN	9.367873e-01	1
10828	TUB	tubby homolog (mouse)	1774	28	0	0	4	0	0	0	4	2	4	6.668536e-01	1	9.240000e-01	9.370525e-01	1
10829	PAAF1	proteasomal ATPase-associated factor 1	1225	11	0	0	2	0	0	0	2	2	2	6.669828e-01	1	5.760000e-01	9.371048e-01	1
10830	GPN1	GPN-loop GTPase 1	1455	24	0	0	2	0	0	0	2	1	2	6.670464e-01	1	4.620000e-01	9.371306e-01	1
10831	FUT2	fucosyltransferase 2 (secretor status included)	1036	210	0	0	2	0	0	0	2	1	2	6.671524e-01	1	8.260000e-01	9.371735e-01	1
10832	MAGEC1	melanoma antigen family C, 1	3434	0	0	7	5	0	0	1	6	6	6	6.672422e-01	1	8.460000e-01	9.372098e-01	1
10833	PLXNA2	plexin A2	5809	4	0	4	6	0	0	0	6	3	6	6.672436e-01	1	9.500000e-01	9.372104e-01	1
10834	BDH2	3-hydroxybutyrate dehydrogenase, type 2	774	1000	0	0	1	0	0	0	1	1	1	9.372607e-01	NaN	NaN	9.372607e-01	1
10835	EXTL1	exostoses (multiple)-like 1	2071	10	0	3	3	0	0	0	3	3	3	6.674288e-01	1	7.480000e-01	9.372853e-01	1
10836	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	4037	6	0	1	5	0	0	0	5	3	5	6.674415e-01	1	4.440000e-01	9.372905e-01	1
10837	FNDC3B	fibronectin type III domain containing 3B	3715	8	0	0	1	0	1	0	2	1	2	6.675551e-01	1	6.170000e-01	9.373364e-01	1
10838	TAGAP	T-cell activation RhoGTPase activating protein	2248	4	0	1	1	0	0	0	1	1	1	9.374630e-01	NaN	NaN	9.374630e-01	1
10839	GPR26	G protein-coupled receptor 26	1024	5	0	1	1	0	0	0	1	1	1	9.380949e-01	NaN	NaN	9.380949e-01	1
10840	ALOX5	arachidonate 5-lipoxygenase	2079	22	0	1	1	0	0	1	2	2	2	6.696694e-01	1	4.820000e-01	9.381875e-01	1
10841	SLC25A3	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	1243	186	0	0	3	0	0	0	3	1	3	6.701892e-01	1	8.450000e-01	9.383957e-01	1
10842	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	4147	132	0	3	1	0	0	0	1	1	1	9.384583e-01	NaN	NaN	9.384583e-01	1
10843	INSC	inscuteable homolog (Drosophila)	1790	118	0	1	2	0	0	0	2	2	2	6.719005e-01	1	6.010000e-01	9.390784e-01	1
10844	ZPBP2	zona pellucida binding protein 2	1045	506	0	0	2	0	0	0	2	1	2	6.720227e-01	1	6.050000e-01	9.391270e-01	1
10845	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	2782	8	0	0	3	0	0	0	3	2	3	6.723944e-01	1	4.630000e-01	9.392746e-01	1
10846	PROM2	prominin 2	2597	147	0	2	3	1	0	0	4	2	4	6.724580e-01	1	3.750000e-01	9.392998e-01	1
10847	UACA	uveal autoantigen with coiled-coil domains and ankyrin repeats	4364	16	0	4	1	0	0	0	1	1	1	9.393092e-01	NaN	NaN	9.393092e-01	1
10848	CCDC129	coiled-coil domain containing 129	3187	0	0	0	5	0	0	0	5	2	5	6.725917e-01	1	5.390000e-01	9.393529e-01	1
10849	ASPDH	aspartate dehydrogenase domain containing	912	1000	0	0	1	0	0	0	1	1	1	9.393929e-01	NaN	NaN	9.393929e-01	1
10850	RARRES1	retinoic acid receptor responder (tazarotene induced) 1	920	1000	0	0	1	0	0	0	1	1	1	9.393946e-01	NaN	NaN	9.393946e-01	1
10851	POU6F2	POU class 6 homeobox 2	2116	9	0	0	1	0	1	0	2	2	2	6.727424e-01	1	4.200000e-01	9.394126e-01	1
10852	EHMT2	euchromatic histone-lysine N-methyltransferase 2	3743	4	0	1	3	0	0	0	3	3	3	9.856693e-01	1	6.820000e-01	9.395987e-01	1
10853	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	1445	0	1	1	1	1	0	0	2	2	2	6.732262e-01	1	8.870000e-01	9.396042e-01	1
10854	STON1	stonin 1	2222	45	0	1	2	0	0	0	2	2	2	6.732420e-01	1	7.050000e-01	9.396105e-01	1
10855	SULT1B1	sulfotransferase family, cytosolic, 1B, member 1	919	13	0	1	1	0	1	0	2	1	2	6.733490e-01	1	5.660000e-01	9.396528e-01	1
10856	WDR11	WD repeat domain 11	3787	1	0	0	3	0	0	0	3	2	3	6.735090e-01	1	3.830000e-01	9.397161e-01	1
10857	SPOCD1	SPOC domain containing 1	3711	0	0	0	3	0	0	0	3	2	3	6.740342e-01	1	9.430000e-01	9.399235e-01	1
10858	RECQL5	RecQ protein-like 5	3135	17	0	1	2	0	0	0	2	2	2	6.740422e-01	1	7.750000e-01	9.399266e-01	1
10859	SCAP	SREBF chaperone	3928	58	0	3	1	0	0	1	2	2	2	6.744148e-01	1	4.000000e-01	9.400735e-01	1
10860	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7	5153	175	0	2	2	0	1	0	3	2	3	6.749760e-01	1	7.010000e-01	9.402943e-01	1
10861	KIAA1468	KIAA1468	3763	5	0	0	1	0	0	0	1	1	1	9.404824e-01	NaN	NaN	9.404824e-01	1
10862	ZFP161	zinc finger protein 161 homolog (mouse)	1358	12	0	2	3	0	0	0	3	2	3	6.755002e-01	1	6.020000e-01	9.405002e-01	1
10863	ODF3L2	outer dense fiber of sperm tails 3-like 2	882	1000	0	0	1	0	0	0	1	1	1	9.405315e-01	NaN	NaN	9.405315e-01	1
10864	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	1559	91	0	0	2	0	0	0	2	1	2	6.758590e-01	1	3.760000e-01	9.406408e-01	1
10865	UPP2	uridine phosphorylase 2	1159	83	0	0	2	0	0	0	2	1	2	6.760764e-01	1	5.890000e-01	9.407260e-01	1
10866	MC4R	melanocortin 4 receptor	1001	104	0	0	3	0	0	0	3	2	3	6.762510e-01	1	8.110000e-01	9.407943e-01	1
10867	PHAX	phosphorylated adaptor for RNA export	1203	276	0	0	2	0	0	0	2	1	2	6.763533e-01	1	9.130000e-01	9.408343e-01	1
10868	ZNF117	zinc finger protein 117	1460	22	0	2	1	0	0	0	1	1	1	9.408966e-01	NaN	NaN	9.408966e-01	1
10869	PTPRA	protein tyrosine phosphatase, receptor type, A	2493	12	0	1	4	0	0	0	4	1	4	6.766801e-01	1	4.950000e-01	9.409620e-01	1
10870	RIF1	RAP1 interacting factor homolog (yeast)	7559	4	0	2	5	0	0	0	5	4	5	6.769312e-01	1	5.470000e-01	9.410600e-01	1
10871	FAM154B	family with sequence similarity 154, member B	1207	339	0	0	2	0	0	0	2	1	2	6.771481e-01	1	6.800000e-01	9.411446e-01	1
10872	FPGT	fucose-1-phosphate guanylyltransferase	1803	22	0	0	2	0	0	0	2	2	2	6.773410e-01	1	7.780000e-01	9.412198e-01	1
10873	SIN3B	SIN3 homolog B, transcription regulator (yeast)	3567	22	0	3	1	0	0	0	1	1	1	9.413210e-01	NaN	NaN	9.413210e-01	1
10874	DEFB118	defensin, beta 118	378	1000	0	0	0	0	1	0	1	1	1	9.413245e-01	NaN	NaN	9.413245e-01	1
10875	LPPR1		1006	57	0	0	2	0	0	0	2	2	2	6.779888e-01	1	4.450000e-01	9.414719e-01	1
10876	PPFIA3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	3705	23	0	1	1	0	0	0	1	1	1	9.414745e-01	NaN	NaN	9.414745e-01	1
10877	RPL35	ribosomal protein L35	388	1000	0	0	1	0	0	1	2	2	2	6.780685e-01	1	5.610000e-01	9.415028e-01	1
10878	ZNF585A	zinc finger protein 585A	2157	75	0	1	2	0	0	1	3	1	3	6.782024e-01	1	9.690000e-01	9.415548e-01	1
10879	SP100	SP100 nuclear antigen	3318	1	0	1	3	0	1	0	4	3	4	6.783749e-01	1	4.610000e-01	9.416218e-01	1
10880	ACADM	acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain	1322	7	0	0	1	1	0	0	2	1	2	6.784175e-01	1	3.490000e-01	9.416383e-01	1
10881	BTAF1	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	5700	2	0	0	5	0	0	0	5	2	5	6.784212e-01	1	5.180000e-01	9.416398e-01	1
10882	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3	3415	71	0	1	2	0	0	0	2	2	2	6.785494e-01	1	1.620000e-01	9.416895e-01	1
10883	ABHD2	abhydrolase domain containing 2	1314	0	0	3	2	0	0	0	2	2	2	6.785623e-01	1	9.560000e-01	9.416945e-01	1
10884	TEF	thyrotrophic embryonic factor	995	0	0	2	1	0	0	0	1	1	1	9.417093e-01	NaN	NaN	9.417093e-01	1
10885	FAT4	FAT tumor suppressor homolog 4 (Drosophila)	15010	2	0	4	17	1	0	0	18	10	18	6.786730e-01	1	9.440000e-01	9.417374e-01	1
10886	DDX60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60	5283	0	0	0	5	0	0	0	5	3	5	6.790559e-01	1	7.990000e-01	9.418857e-01	1
10887	C8orf86	chromosome 8 open reading frame 86	682	186	0	0	2	0	0	0	2	1	2	6.791344e-01	1	7.450000e-01	9.419161e-01	1
10888	MEPCE	methylphosphate capping enzyme	2082	24	0	0	1	0	0	1	2	2	2	6.797104e-01	1	7.060000e-01	9.421387e-01	1
10889	MAML3	mastermind-like 3 (Drosophila)	3425	15	0	4	3	0	0	0	3	1	3	9.996753e-01	1	5.620000e-01	9.421653e-01	1
10890	INHBB	inhibin, beta B	1230	735	0	0	1	0	0	0	1	1	1	9.423235e-01	NaN	NaN	9.423235e-01	1
10891	TMEM176B	transmembrane protein 176B	840	224	0	0	2	0	0	0	2	1	2	6.802799e-01	1	8.530000e-01	9.423584e-01	1
10892	OR1G1	olfactory receptor, family 1, subfamily G, member 1	942	28	0	0	2	0	0	0	2	2	2	6.803341e-01	1	9.110000e-01	9.423792e-01	1
10893	HLA-DRB1	major histocompatibility complex, class II, DR beta 1	823	1000	0	0	1	0	0	0	1	1	1	9.423871e-01	NaN	NaN	9.423871e-01	1
10894	CSMD2	CUB and Sushi multiple domains 2	10742	0	0	4	8	0	0	0	8	5	8	6.803829e-01	1	7.920000e-01	9.423980e-01	1
10895	CHD2	chromodomain helicase DNA binding protein 2	5641	4	0	2	5	0	0	0	5	2	5	6.806355e-01	1	9.790000e-01	9.424953e-01	1
10896	EXT2	exostoses (multiple) 2	2407	39	0	1	2	0	0	0	2	2	2	6.807790e-01	1	5.150000e-01	9.425505e-01	1
10897	PCDHGC3	protocadherin gamma subfamily C, 3	2979	48	0	1	3	0	0	0	3	2	3	6.809118e-01	1	8.320000e-01	9.426015e-01	1
10898	FRMD1	FERM domain containing 1	1703	15	0	1	1	0	0	0	1	1	1	9.426346e-01	NaN	NaN	9.426346e-01	1
10899	FAM21C	family with sequence similarity 21, member C	4079	14	0	0	1	0	0	0	1	1	1	9.426781e-01	NaN	NaN	9.426781e-01	1
10900	LGALS3BP	lectin, galactoside-binding, soluble, 3 binding protein	1778	242	0	1	2	0	0	0	2	1	2	6.811170e-01	1	8.940000e-01	9.426804e-01	1
10901	SOCS4	suppressor of cytokine signaling 4	1327	90	0	1	2	0	0	0	2	1	2	6.815523e-01	1	7.960000e-01	9.428474e-01	1
10902	RGS21	regulator of G-protein signaling 21	475	1000	0	0	1	0	0	0	1	1	1	9.429126e-01	NaN	NaN	9.429126e-01	1
10903	C19orf61	chromosome 19 open reading frame 61	1615	9	0	0	2	0	0	0	2	2	2	6.821018e-01	1	5.600000e-01	9.430578e-01	1
10904	CSDE1	cold shock domain containing E1, RNA-binding	2611	31	0	3	1	0	1	0	2	1	2	6.823193e-01	1	8.030000e-01	9.431410e-01	1
10905	KDM5A	lysine (K)-specific demethylase 5A	5181	7	0	2	3	0	0	0	3	2	3	6.825087e-01	1	8.190000e-01	9.432134e-01	1
10906	PNPLA8	patatin-like phospholipase domain containing 8	2385	9	0	0	1	0	0	0	1	1	1	9.434978e-01	NaN	NaN	9.434978e-01	1
10907	USP43	ubiquitin specific peptidase 43	3428	6	0	0	3	0	0	0	3	2	3	6.836533e-01	1	7.080000e-01	9.436496e-01	1
10908	NEUROD6	neurogenic differentiation 6	1018	41	0	0	1	0	0	1	2	2	2	6.837298e-01	1	2.280000e-01	9.436787e-01	1
10909	TRPV4	transient receptor potential cation channel, subfamily V, member 4	2676	66	0	2	1	0	0	0	1	1	1	9.436956e-01	NaN	NaN	9.436956e-01	1
10910	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	1357	15	0	2	2	0	0	0	2	1	2	6.839230e-01	1	8.100000e-01	9.437521e-01	1
10911	REC8	REC8 homolog (yeast)	1717	3	3	0	1	0	0	0	1	1	1	9.439476e-01	NaN	NaN	9.439476e-01	1
10912	SFRS13B		802	998	0	0	2	0	0	0	2	2	2	6.845123e-01	1	7.120000e-01	9.439758e-01	1
10913	SLC17A6	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	1793	79	0	1	2	0	0	0	2	2	2	6.850287e-01	1	3.090000e-01	9.441713e-01	1
10914	ATG7	ATG7 autophagy related 7 homolog (S. cerevisiae)	2184	23	0	0	2	0	1	0	3	1	3	6.858609e-01	1	8.080000e-01	9.444856e-01	1
10915	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	6476	2	0	4	5	1	0	1	7	3	7	6.861570e-01	1	8.460000e-01	9.445972e-01	1
10916	UBQLN3	ubiquilin 3	1972	25	0	0	2	0	0	0	2	2	2	6.865100e-01	1	3.970000e-01	9.447301e-01	1
10917	RGS6	regulator of G-protein signaling 6	1483	0	0	2	1	1	0	0	2	2	2	6.867737e-01	1	2.840000e-01	9.448292e-01	1
10918	ETFDH	electron-transferring-flavoprotein dehydrogenase	1902	245	0	1	1	1	0	0	2	1	2	6.873527e-01	1	4.970000e-01	9.450465e-01	1
10919	ALG12	asparagine-linked glycosylation 12 homolog (S. cerevisiae, alpha-1,6-mannosyltransferase)	1503	33	0	0	2	0	0	0	2	2	2	6.873881e-01	1	8.670000e-01	9.450598e-01	1
10920	CCDC8	coiled-coil domain containing 8	1617	4	0	3	1	0	0	0	1	1	1	9.451058e-01	NaN	NaN	9.451058e-01	1
10921	CBX6	chromobox homolog 6	1257	17	0	2	2	0	0	0	2	1	2	6.880507e-01	1	6.790000e-01	9.453079e-01	1
10922	CDS2	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	1386	19	0	1	2	0	0	0	2	1	2	6.887933e-01	1	2.940000e-01	9.455851e-01	1
10923	ZSWIM4	zinc finger, SWIM-type containing 4	3018	51	0	2	3	0	0	0	3	2	3	6.891070e-01	1	4.420000e-01	9.457020e-01	1
